student_id,current_stage,current_course_or_class,age,gender,tenth_percentage,twelfth_or_diploma_percentage,graduation_percentage,math_score,programming_score,communication_score,logical_reasoning_score,creativity_score,leadership_score,teamwork_score,problem_solving_score,coding_interest,design_interest,data_interest,business_interest,security_interest,cloud_interest,preferred_work_type,preferred_subroles,preferred_domain,personality_type,certifications_count,project_count,internship_experience,favorite_subject,current_skills,target_career
ST0113,Pursuing_BTech,BTech_ECE,19,Male,91.62,78.35,0.0,3,4,3,3,5,4,7,8,2,4,5,1,5,1,Creative,"Visual Prototyping, UI Design",Cloud,Creative,2,1,No,Web,"Excel, Linux",Cybersecurity Analyst
ST0114,BTech,BTech_ECE,26,Other,65.22,89.87,70.62,4,7,8,8,5,7,8,3,3,2,2,1,1,4,Management,"Scrum Master, Product Owner",Cloud,Analytical,0,1,Yes,DBMS,"Figma, Azure, Kubernetes",Cloud Engineer
ST0115,BCA,BCA,25,Male,73.65,99.21,68.36,5,5,5,8,7,7,9,7,3,2,3,4,4,3,Technical,"App Development, System Admin",Web,Logical,2,1,No,Web,"Adobe XD, Agile",DevOps Engineer
ST0116,12th,Arts,17,Male,78.0,45.0,0.0,5,3,5,5,4,3,4,10,2,2,1,1,1,2,Analytical,"Risk Assessment, Market Research",Security,Analytical,1,3,No,Networking,Illustrator,Cybersecurity Analyst
ST0117,Pursuing_BTech,BTech_ECE,26,Male,86.31,66.07,0.0,5,7,8,6,7,4,6,9,2,2,5,1,2,4,Technical,"App Development, System Admin",Data,Creative,1,3,No,Networking,"Excel, Linux, Cryptography, Network Security",Web Developer
ST0118,Pursuing_BTech,BTech_Civil,22,Male,86.04,77.73,0.0,5,7,4,6,6,3,9,7,5,2,1,5,2,5,Analytical,"Data Analysis, Market Research",AI-ML,Leader,1,2,No,DBMS,"Azure, Python, Docker",Business Analyst
ST0119,BCA,BCA,22,Male,50.0,81.84,64.3,6,3,7,7,8,5,9,6,5,1,1,1,3,4,Analytical,"Market Research, Data Analysis",AI-ML,Creative,2,3,No,Math,"Illustrator, Canva",Web Developer
ST0120,10th,General,17,Male,75.46,0.0,0.0,6,4,5,7,3,4,4,5,3,4,4,1,1,1,Technical,"System Admin, Software Engineering",Security,Analytical,1,1,No,Python,"Azure, Python, Keras",Backend Developer
ST0121,BCA,BCA,23,Female,80.64,79.04,64.3,3,5,5,6,7,9,4,8,1,1,5,4,3,5,Management,"Product Owner, Team Lead",Data,Logical,3,5,Yes,Web,"Azure, Statistics, Kubernetes",UI/UX Designer
ST0122,12th,Science,17,Male,60.64,79.27,0.0,5,5,7,6,6,8,9,7,5,1,2,2,1,1,Technical,"Software Engineering, System Admin",Web,Analytical,2,3,No,UI Design,"Figma, Adobe XD, Illustrator",DevOps Engineer
ST0123,Diploma,Diploma_IT,23,Male,67.85,100.0,0.0,5,6,3,5,6,3,10,10,2,4,2,3,4,5,Technical,"App Development, DevOps",Cloud,Creative,1,2,No,Web,"Angular, TensorFlow",Business Analyst
ST0124,10th,General,15,Male,78.27,0.0,0.0,5,5,3,7,4,4,5,7,3,4,3,2,5,3,Analytical,"Risk Assessment, Quality Assurance",AI-ML,Leader,2,4,Yes,Python,"Terraform, Network Security",Cloud Engineer
ST0125,12th,Commerce,18,Male,80.66,100.0,0.0,8,8,5,4,6,8,10,9,4,5,5,2,2,2,Analytical,"Quality Assurance, Risk Assessment",Data,Creative,2,2,No,UI Design,"Communication, Ethical Hacking",Data Scientist
ST0126,Pursuing_Diploma,Diploma_CSE,21,Female,91.97,92.58,0.0,8,10,4,5,8,3,10,8,4,1,2,3,1,5,Technical,"DevOps, App Development",Data,Analytical,2,0,No,Networking,"Azure, Linux, Illustrator",Software Tester
ST0127,BTech,BTech_CSE,22,Male,57.13,69.33,78.44,3,7,4,8,10,8,10,4,3,5,5,3,2,2,Management,"Operations, Product Owner",Web,Creative,2,1,No,Web,"Scikit-Learn, Linux",Web Developer
ST0128,Pursuing_12th,Commerce,17,Female,68.62,0.0,0.0,7,7,10,3,8,7,6,7,2,3,4,4,1,5,Management,"Product Owner, Team Lead",AI-ML,Leader,2,0,No,Web,"JavaScript, CSS, Illustrator",UI/UX Designer
ST0129,Graduate,BTech_IT,25,Female,50.0,67.51,73.73,7,6,4,6,4,8,6,10,1,3,5,2,3,4,Analytical,"Quality Assurance, Market Research",Data,Analytical,1,0,No,Statistics,"Python, Photoshop, Adobe XD, Illustrator",Full Stack Developer
ST0130,Diploma,Diploma_IT,21,Male,72.79,81.28,0.0,8,8,6,6,7,4,5,7,3,5,1,3,4,2,Creative,"Visual Prototyping, UI Design",Web,Logical,2,0,No,UI Design,"Market Research, Azure, Docker",Data Scientist
ST0131,BCA,BCA,23,Female,65.91,68.08,59.98,4,7,7,5,8,3,10,4,1,1,5,1,5,2,Technical,"System Admin, App Development",Cloud,Logical,2,1,No,Networking,"Communication, Linux, Market Research",ML Engineer
ST0132,Pursuing_Diploma,Diploma_IT,24,Male,73.33,93.79,0.0,6,9,8,8,8,8,8,9,1,3,2,4,5,4,Technical,"DevOps, App Development",Security,Leader,0,2,No,Web,"Azure, Angular, Node.js, React",Business Analyst
ST0133,12th,Commerce,18,Female,63.08,79.58,0.0,3,4,5,10,3,5,9,8,2,5,4,4,4,5,Creative,"UI Design, Content Creation",Web,Logical,2,5,Yes,Networking,"Node.js, Illustrator",Software Tester
ST0134,Pursuing_BTech,BTech_IT,24,Male,51.83,67.16,0.0,7,7,7,6,6,5,10,6,1,3,5,2,3,2,Creative,"UI Design, Frontend Design",Web,Logical,0,3,Yes,Math,"Scikit-Learn, CRM",Database Administrator
ST0135,Graduate,BBA,19,Male,66.48,66.83,85.58,4,4,5,8,7,4,6,6,3,2,3,4,3,1,Technical,"System Admin, DevOps",Security,Creative,0,3,No,Statistics,"Communication, Project Management, Figma, CRM",ML Engineer
ST0136,BTech,BTech_Civil,24,Female,71.86,61.25,72.15,7,7,6,3,4,4,5,7,2,2,3,3,2,5,Creative,"Frontend Design, Content Creation",AI-ML,Analytical,0,2,No,Web,"Photoshop, Adobe XD",Web Developer
ST0137,Graduate,BSc_CS,23,Male,72.8,68.37,68.12,6,4,4,4,8,6,7,5,1,5,3,5,4,5,Technical,"DevOps, App Development",Data,Logical,3,1,No,UI Design,"Scikit-Learn, Communication, PyTorch",Backend Developer
ST0138,12th,Arts,18,Male,82.69,82.12,0.0,8,4,6,7,6,8,5,5,5,4,3,1,5,4,Analytical,"Market Research, Quality Assurance",Web,Logical,0,0,No,DBMS,"Python, Tableau, R, PowerBI",Software Tester
ST0139,BCA,BCA,20,Male,100.0,99.11,55.8,9,6,10,6,4,8,10,8,1,3,1,2,1,4,Management,"Scrum Master, Operations",Web,Logical,1,4,Yes,DBMS,"Terraform, Math, Linux, Docker",ML Engineer
ST0140,BTech,BTech_CSE,21,Male,74.35,81.15,69.25,8,3,8,4,6,6,7,7,4,3,2,4,4,5,Creative,"Frontend Design, Visual Prototyping",Security,Leader,3,2,No,Web,"Communication, Excel",Data Scientist
ST0141,Graduate,BCom,25,Female,85.52,72.87,90.66,6,7,8,6,4,5,5,7,5,2,5,1,5,4,Creative,"Content Creation, UI Design",Data,Analytical,2,2,No,Statistics,"Photoshop, PowerBI, Illustrator",Data Scientist
ST0142,Pursuing_Diploma,Diploma_Mech,22,Female,51.26,84.52,0.0,7,9,4,7,8,3,7,7,3,1,2,4,1,1,Technical,"Software Engineering, System Admin",AI-ML,Logical,2,2,No,Python,"WordPress, TensorFlow",UI/UX Designer
ST0143,Graduate,BBA,26,Female,81.94,91.69,79.53,6,5,3,5,5,3,9,3,1,5,4,2,4,4,Creative,"UI Design, Frontend Design",Web,Creative,1,2,No,Web,"Terraform, React",Full Stack Developer
ST0144,Pursuing_12th,Science,19,Male,50.0,0.0,0.0,7,6,7,6,6,7,10,8,1,1,3,2,5,5,Technical,"App Development, Software Engineering",Data,Logical,1,0,No,UI Design,"Math, Ethical Hacking",Backend Developer
ST0145,Graduate,BBA,19,Female,87.94,62.84,62.91,4,6,4,6,6,7,9,5,1,1,1,4,1,4,Technical,"Software Engineering, System Admin",Data,Creative,0,0,No,DBMS,"Figma, Photoshop, SQL",DevOps Engineer
ST0146,Graduate,BSc_CS,26,Female,69.41,59.61,62.65,6,3,4,7,7,6,7,3,5,2,4,1,1,4,Creative,"UI Design, Frontend Design",Web,Creative,3,2,Yes,Networking,"Communication, CRM, Market Research",Database Administrator
ST0147,Pursuing_Diploma,Diploma_CSE,22,Male,50.0,71.04,0.0,3,4,4,5,6,6,9,8,4,2,1,5,1,4,Creative,"Frontend Design, UI Design",Web,Leader,3,2,No,Networking,"PyTorch, Communication",Business Analyst
ST0148,Pursuing_Diploma,Diploma_ECE,19,Female,64.6,73.69,0.0,6,5,5,8,5,4,5,7,3,1,5,4,2,3,Creative,"Content Creation, Frontend Design",Cloud,Analytical,0,2,No,UI Design,"Math, Python, TensorFlow, Kubernetes",Backend Developer
ST0149,Pursuing_12th,Science,18,Male,78.03,0.0,0.0,9,8,8,8,8,4,9,6,2,3,4,5,3,5,Creative,"Visual Prototyping, UI Design",Web,Creative,1,1,No,Math,"Excel, PowerBI, Math",Data Scientist
ST0150,10th,General,16,Female,80.13,0.0,0.0,6,3,8,5,7,7,4,10,1,5,2,4,5,2,Analytical,"Risk Assessment, Data Analysis",Cloud,Analytical,2,0,No,UI Design,"Tableau, Kubernetes",Full Stack Developer
ST0151,Pursuing_Diploma,Diploma_IT,19,Female,64.28,73.01,0.0,9,3,5,6,4,7,7,3,2,2,2,3,4,2,Management,"Product Owner, Team Lead",Cloud,Logical,1,1,No,Networking,"Scikit-Learn, Wireshark",Data Scientist
ST0152,12th,Science,17,Male,69.96,45.0,0.0,8,7,6,8,5,3,4,8,1,1,3,3,3,2,Creative,"Visual Prototyping, UI Design",AI-ML,Creative,1,3,No,Python,"Linux, Wireshark, Ethical Hacking",Business Analyst
ST0153,Pursuing_Diploma,Diploma_Mech,24,Male,50.0,57.47,0.0,8,5,5,7,3,8,8,7,3,2,3,4,1,1,Analytical,"Quality Assurance, Data Analysis",AI-ML,Logical,1,1,No,DBMS,"CSS, WordPress, Photoshop, Node.js",DevOps Engineer
ST0154,BCA,BCA,20,Male,56.41,68.82,76.13,3,6,8,5,6,7,9,4,4,2,4,2,1,1,Management,"Scrum Master, Operations",Data,Logical,2,1,Yes,Math,"Scikit-Learn, Python, Linux",Full Stack Developer
ST0155,12th,Commerce,19,Male,69.0,75.01,0.0,7,7,5,6,9,6,6,6,2,5,2,5,1,2,Analytical,"Risk Assessment, Market Research",AI-ML,Creative,1,0,No,Networking,"Figma, Photoshop, Agile",Database Administrator
ST0156,12th,Arts,19,Other,79.32,88.13,0.0,8,10,5,3,7,6,6,9,5,2,3,2,5,4,Technical,"System Admin, DevOps",Cloud,Leader,0,0,No,Python,"React, Cryptography, Wireshark, Ethical Hacking",Database Administrator
ST0157,Pursuing_BTech,BTech_ECE,19,Female,70.48,72.07,0.0,5,3,4,3,5,6,7,5,2,4,5,4,3,2,Analytical,"Quality Assurance, Market Research",AI-ML,Leader,1,0,No,Networking,"Keras, Wireshark, Ethical Hacking",DevOps Engineer
ST0158,Pursuing_12th,Arts,19,Male,81.0,0.0,0.0,8,8,8,6,3,6,5,8,2,3,4,4,3,3,Technical,"Software Engineering, App Development",Web,Analytical,0,0,Yes,Statistics,"Tableau, Python, Statistics, SQL",Software Tester
ST0159,Pursuing_BTech,BTech_ECE,23,Male,74.92,94.39,0.0,9,6,7,6,9,5,5,10,3,3,4,1,2,3,Technical,"App Development, Software Engineering",Cloud,Creative,0,1,No,Web,"PyTorch, CRM, Keras",Data Scientist
ST0160,Diploma,Diploma_ECE,21,Female,50.0,87.72,0.0,4,4,6,5,7,5,7,5,3,4,4,3,5,4,Analytical,"Data Analysis, Risk Assessment",Security,Leader,1,3,No,Web,"Scikit-Learn, Math, Linux, TensorFlow",Backend Developer
ST0161,Pursuing_BTech,BTech_ECE,24,Female,75.42,71.0,0.0,6,4,7,10,6,8,7,4,1,2,1,1,2,5,Technical,"App Development, System Admin",Security,Logical,0,2,No,Networking,"Scikit-Learn, TensorFlow, Canva, PyTorch",Cloud Engineer
ST0162,BCA,BCA,25,Female,82.12,95.87,66.02,10,5,4,5,6,5,9,8,1,1,3,3,2,3,Technical,"System Admin, Software Engineering",Security,Creative,1,2,No,Statistics,"Terraform, Linux, Wireshark, Network Security",Data Scientist
ST0163,Graduate,BSc_CS,19,Female,85.33,70.91,56.88,5,8,5,8,3,3,6,10,2,5,4,1,5,4,Analytical,"Quality Assurance, Market Research",Data,Leader,5,1,No,DBMS,"HTML, Python, PowerBI, SQL",Web Developer
ST0164,BTech,BTech_CSE,23,Male,74.04,87.69,62.58,3,5,7,3,5,6,4,6,5,5,5,3,2,3,Technical,"App Development, DevOps",Web,Creative,1,2,No,Networking,"JavaScript, Cryptography",Cybersecurity Analyst
ST0165,BCA,BCA,24,Male,56.52,53.94,76.61,5,6,8,9,7,5,5,3,5,5,4,5,5,3,Creative,"Frontend Design, Visual Prototyping",Cloud,Logical,1,2,No,Web,"Terraform, Pandas, R",Business Analyst
ST0166,Pursuing_Diploma,Diploma_IT,23,Female,83.39,71.61,0.0,7,5,4,4,5,4,5,3,4,5,5,4,5,2,Creative,"Visual Prototyping, UI Design",AI-ML,Analytical,0,1,No,Statistics,"PHP, Python",UI/UX Designer
ST0167,10th,General,17,Male,79.44,0.0,0.0,4,8,6,4,4,7,4,9,1,1,4,1,1,5,Technical,"DevOps, Software Engineering",Web,Leader,3,3,No,DBMS,"WordPress, Angular",Software Tester
ST0168,10th,General,15,Male,94.69,0.0,0.0,9,6,8,5,6,4,9,7,4,5,3,3,4,3,Creative,"Content Creation, UI Design",Web,Leader,1,5,Yes,Statistics,"Communication, Tableau",Data Scientist
ST0169,Pursuing_12th,Science,18,Female,84.7,0.0,0.0,7,7,5,3,7,8,5,8,1,4,1,3,1,3,Creative,"UI Design, Content Creation",Security,Creative,0,4,Yes,Web,"Azure, Network Security",Data Scientist
ST0170,12th,Arts,18,Female,78.61,76.16,0.0,4,6,3,6,7,8,5,3,2,4,5,3,2,3,Creative,"UI Design, Visual Prototyping",Web,Creative,2,3,No,Web,"React, Linux, Cryptography, Network Security",Cybersecurity Analyst
ST0171,Diploma,Diploma_CSE,24,Male,87.74,69.26,0.0,6,4,5,7,3,5,4,8,2,1,3,4,1,2,Analytical,"Quality Assurance, Data Analysis",AI-ML,Leader,3,3,No,Python,"PyTorch, Project Management",Backend Developer
ST0172,BCA,BCA,24,Female,97.7,84.87,74.0,3,3,3,4,9,7,10,6,3,1,4,1,1,1,Creative,"UI Design, Visual Prototyping",AI-ML,Creative,4,2,Yes,UI Design,"Excel, Python, Node.js, R",UI/UX Designer
ST0173,Pursuing_Diploma,Diploma_CSE,22,Male,73.62,73.8,0.0,8,5,4,8,7,4,8,7,4,2,4,4,2,5,Technical,"System Admin, Software Engineering",AI-ML,Analytical,1,4,Yes,UI Design,"React, Illustrator",Cloud Engineer
ST0174,Graduate,BBA,24,Male,68.29,57.37,71.23,8,6,8,5,4,10,4,6,2,3,3,1,1,2,Management,"Operations, Team Lead",Cloud,Creative,1,1,No,Math,"PowerBI, Network Security",Cloud Engineer
ST0175,Pursuing_BTech,BTech_IT,22,Other,65.48,73.17,0.0,7,8,7,8,7,4,10,4,4,1,3,4,5,3,Management,"Operations, Product Owner",Data,Leader,1,1,No,Networking,"HTML, CSS, Agile",Data Scientist
ST0176,Pursuing_Diploma,Diploma_ECE,22,Female,65.31,67.3,0.0,8,7,3,4,5,8,5,10,1,3,5,5,3,1,Technical,"App Development, System Admin",Web,Logical,1,0,No,DBMS,"Ethical Hacking, Cryptography, Network Security",Cloud Engineer
ST0177,Graduate,BSc_CS,24,Male,68.9,78.41,92.9,3,5,8,7,6,5,10,5,1,2,1,2,2,2,Management,"Operations, Scrum Master",Data,Analytical,2,3,No,DBMS,"Tableau, R, PowerBI, Kubernetes",DevOps Engineer
ST0178,Pursuing_12th,Commerce,19,Female,68.15,0.0,0.0,8,5,7,7,6,3,4,9,3,4,4,5,3,3,Technical,"Software Engineering, System Admin",Web,Analytical,0,2,No,DBMS,"AWS, PowerBI",Data Scientist
ST0179,Pursuing_BTech,BTech_ECE,24,Female,66.16,95.95,0.0,4,6,7,6,4,4,9,5,4,1,2,5,2,1,Technical,"DevOps, App Development",Web,Analytical,0,2,No,UI Design,"PyTorch, Node.js",Cloud Engineer
ST0180,12th,Commerce,17,Female,72.03,73.57,0.0,10,8,8,9,7,7,8,5,1,2,2,5,2,3,Creative,"Content Creation, UI Design",Cloud,Logical,0,2,No,UI Design,"Photoshop, Illustrator, Canva",Data Scientist
ST0181,12th,Commerce,19,Male,93.96,50.41,0.0,4,8,4,3,5,8,9,3,2,3,4,5,3,3,Management,"Team Lead, Scrum Master",AI-ML,Creative,3,1,No,Python,"Terraform, Pandas, Linux",Full Stack Developer
ST0182,Graduate,BCom,24,Male,79.34,90.83,60.86,3,7,9,7,7,4,9,8,1,1,4,3,3,1,Management,"Team Lead, Product Owner",Data,Logical,2,2,No,UI Design,"Communication, Project Management, Market Research",UI/UX Designer
ST0183,BCA,BCA,24,Male,65.82,56.51,61.86,8,7,6,4,4,3,6,5,5,2,1,1,4,5,Analytical,"Quality Assurance, Market Research",Security,Analytical,0,0,No,Math,"HTML, Azure, Linux, Docker",Software Tester
ST0184,Pursuing_BTech,BTech_Civil,26,Male,63.9,50.46,0.0,3,6,4,8,7,7,8,6,1,3,1,5,5,1,Management,"Product Owner, Operations",Web,Analytical,1,2,No,UI Design,"Excel, Linux",Business Analyst
ST0185,BCA,BCA,22,Male,73.18,75.39,76.72,7,7,10,8,6,8,4,6,5,2,5,4,1,1,Management,"Product Owner, Scrum Master",AI-ML,Logical,0,5,Yes,DBMS,"Tableau, Python, WordPress, SQL",Cloud Engineer
ST0186,Graduate,BCom,26,Female,86.79,86.43,62.12,7,5,9,4,7,5,4,8,4,1,3,5,1,1,Management,"Scrum Master, Team Lead",Security,Leader,0,3,No,UI Design,"Figma, Excel, Photoshop, Canva",Data Scientist
ST0187,Diploma,Diploma_Mech,21,Female,75.52,54.15,0.0,6,5,4,6,5,6,6,5,1,2,1,2,5,3,Technical,"DevOps, Software Engineering",Web,Leader,0,1,No,Math,"Linux, Keras",Cloud Engineer
ST0188,BTech,BTech_IT,26,Male,66.85,57.07,62.27,7,7,8,9,7,3,9,8,4,4,2,3,5,1,Analytical,"Market Research, Risk Assessment",AI-ML,Logical,3,3,No,Statistics,"WordPress, React",Full Stack Developer
ST0189,Pursuing_12th,Arts,19,Female,91.71,0.0,0.0,8,7,5,3,5,6,7,6,4,5,4,3,5,1,Analytical,"Quality Assurance, Market Research",Web,Creative,1,1,No,UI Design,"Market Research, Keras, CRM, Agile",DevOps Engineer
ST0190,12th,Arts,17,Male,65.02,86.87,0.0,7,4,6,5,9,5,5,3,2,2,3,1,4,5,Management,"Scrum Master, Operations",Web,Creative,2,1,No,DBMS,"Linux, Angular, Cryptography",Backend Developer
ST0191,12th,Science,19,Female,71.47,73.64,0.0,9,3,8,4,8,7,4,5,2,5,3,3,3,5,Creative,"Visual Prototyping, UI Design",Data,Creative,1,2,No,Math,"AWS, R, Docker",Data Scientist
ST0192,Graduate,BBA,22,Male,78.84,78.85,57.8,3,5,6,8,5,4,10,7,2,1,5,2,4,5,Management,"Product Owner, Operations",AI-ML,Leader,0,1,Yes,Math,"Market Research, Linux, Wireshark",UI/UX Designer
ST0193,Pursuing_BTech,BTech_Civil,23,Male,89.63,79.17,0.0,7,8,5,5,6,6,7,5,1,1,4,4,2,4,Analytical,"Risk Assessment, Data Analysis",Security,Analytical,1,1,No,Statistics,"CSS, PHP, Linux, Node.js",Full Stack Developer
ST0194,Graduate,BCom,25,Male,60.75,83.78,61.08,6,6,6,5,7,3,7,3,5,5,2,3,1,4,Creative,"UI Design, Visual Prototyping",Cloud,Creative,2,1,No,Web,"Python, Linux, Wireshark",Web Developer
ST0195,Pursuing_BTech,BTech_CSE,25,Male,55.94,67.13,0.0,5,7,7,6,5,3,4,9,1,1,5,5,1,2,Analytical,"Risk Assessment, Market Research",Web,Analytical,1,1,No,Web,"Scikit-Learn, Linux, Ethical Hacking",Cybersecurity Analyst
ST0196,Pursuing_BTech,BTech_ECE,20,Female,80.13,90.15,0.0,3,3,7,3,4,7,4,3,3,2,1,3,5,1,Management,"Scrum Master, Team Lead",Web,Creative,3,1,No,Web,"CSS, Linux, Ethical Hacking, Network Security",Database Administrator
ST0197,Pursuing_12th,Arts,19,Female,73.2,0.0,0.0,4,5,10,8,4,5,4,3,3,2,1,1,5,5,Management,"Scrum Master, Product Owner",Cloud,Creative,0,2,No,Statistics,"HTML, PHP, Communication, React",Full Stack Developer
ST0198,Pursuing_BTech,BTech_ECE,19,Male,72.43,67.06,0.0,6,5,4,6,4,4,5,7,4,1,3,3,5,4,Technical,"System Admin, App Development",Security,Analytical,1,0,No,Web,"Linux, Math, Python, TensorFlow",UI/UX Designer
ST0199,BTech,BTech_CSE,19,Male,85.34,71.64,85.54,8,5,3,6,8,5,6,5,5,4,1,5,5,2,Analytical,"Market Research, Quality Assurance",Cloud,Analytical,3,0,No,DBMS,"CRM, Linux, Wireshark, Cryptography",Full Stack Developer
ST0200,BTech,BTech_CSE,20,Male,71.43,72.77,81.32,3,4,9,6,3,8,10,4,1,4,2,1,1,1,Management,"Team Lead, Operations",Web,Logical,1,2,No,Web,"Canva, Node.js, Illustrator",Cloud Engineer
ST0201,Graduate,BCom,22,Male,82.36,69.41,75.14,7,7,5,7,4,4,10,10,1,3,5,3,2,1,Technical,"Software Engineering, System Admin",Web,Leader,1,1,No,Statistics,"Terraform, PyTorch",UI/UX Designer
ST0202,Pursuing_12th,Science,18,Male,58.44,0.0,0.0,3,5,8,8,7,6,8,6,5,2,4,5,4,5,Technical,"System Admin, Software Engineering",AI-ML,Analytical,4,1,No,Math,"Market Research, Scikit-Learn",Web Developer
ST0203,Diploma,Diploma_Mech,25,Male,55.63,68.96,0.0,4,7,8,5,4,8,4,10,5,2,2,5,3,4,Technical,"Software Engineering, DevOps",Security,Leader,1,3,No,Web,"Market Research, Excel, Tableau, PowerBI",Cloud Engineer
ST0204,10th,General,16,Male,71.28,0.0,0.0,3,4,6,8,9,7,7,7,1,5,1,3,4,1,Management,"Product Owner, Operations",Web,Creative,2,0,Yes,Web,"Keras, Illustrator",Business Analyst
ST0205,10th,General,17,Male,58.4,0.0,0.0,5,6,7,7,7,5,6,5,2,5,1,1,2,5,Creative,"UI Design, Visual Prototyping",Security,Logical,3,2,No,UI Design,"Network Security, Agile",Cloud Engineer
ST0206,Diploma,Diploma_CSE,22,Female,77.62,78.71,0.0,4,6,6,4,3,4,9,5,4,4,5,3,1,4,Technical,"App Development, Software Engineering",Cloud,Analytical,3,0,No,Networking,"Figma, Canva",Database Administrator
ST0207,Pursuing_BTech,BTech_Civil,26,Male,80.5,45.0,0.0,5,3,5,3,8,7,10,3,5,1,2,2,3,1,Management,"Team Lead, Scrum Master",AI-ML,Creative,1,2,No,Networking,"Statistics, Agile",Cloud Engineer
ST0208,Pursuing_Diploma,Diploma_IT,19,Male,50.0,93.14,0.0,7,3,9,6,4,7,4,8,1,1,1,2,5,3,Management,"Product Owner, Team Lead",Security,Creative,3,0,No,Python,"Math, Adobe XD, Illustrator, Canva",DevOps Engineer
ST0209,Pursuing_BTech,BTech_IT,19,Female,80.52,78.21,0.0,6,5,8,7,8,4,7,6,5,5,2,2,5,2,Management,"Operations, Team Lead",Data,Leader,1,1,No,Python,"Terraform, Linux, Docker, Keras",Data Scientist
ST0210,Graduate,BTech_IT,24,Female,91.94,74.8,76.39,4,8,7,8,8,5,4,4,5,1,1,1,2,2,Technical,"DevOps, System Admin",Data,Analytical,0,3,Yes,DBMS,"Communication, Project Management, Figma",UI/UX Designer
ST0211,Pursuing_Diploma,Diploma_CSE,23,Male,50.0,97.73,0.0,4,7,7,5,6,5,4,8,4,5,4,3,2,4,Technical,"DevOps, System Admin",Data,Creative,0,2,No,DBMS,"Photoshop, Canva, TensorFlow, Illustrator",UI/UX Designer
ST0212,Pursuing_BTech,BTech_ECE,25,Male,81.39,79.95,0.0,7,8,5,7,8,7,4,3,5,1,2,2,5,3,Management,"Operations, Scrum Master",Data,Analytical,1,3,No,Python,"Math, Linux, Docker",Backend Developer
ST0213,BTech,BTech_Civil,26,Female,98.82,93.7,76.61,5,8,5,6,5,3,10,8,1,5,5,3,2,3,Technical,"DevOps, System Admin",Web,Logical,0,2,No,Math,"JavaScript, Ethical Hacking",ML Engineer
ST0214,Pursuing_Diploma,Diploma_IT,24,Male,89.54,80.58,0.0,4,4,8,6,6,8,8,5,2,4,5,4,3,5,Analytical,"Risk Assessment, Data Analysis",Cloud,Logical,2,3,No,Networking,"Tableau, R, WordPress, SQL",Cloud Engineer
ST0215,BTech,BTech_CSE,19,Female,92.0,66.08,65.06,8,9,3,6,10,7,7,4,3,1,2,4,4,3,Technical,"Software Engineering, System Admin",Web,Creative,1,1,No,Web,"HTML, Angular, Canva",Database Administrator
ST0216,10th,General,15,Male,55.23,0.0,0.0,9,7,5,5,3,6,7,6,1,3,3,1,3,4,Analytical,"Market Research, Data Analysis",Web,Analytical,0,2,No,Math,"Network Security, Node.js, Ethical Hacking",Data Scientist
ST0217,12th,Science,17,Male,98.69,87.89,0.0,4,5,9,3,7,8,9,7,1,2,2,2,5,2,Management,"Team Lead, Scrum Master",Web,Analytical,1,3,No,Math,"CRM, Linux, Wireshark, Ethical Hacking",Business Analyst
ST0218,Pursuing_BTech,BTech_IT,24,Female,53.7,60.41,0.0,4,5,3,6,7,8,7,9,3,1,5,4,1,1,Analytical,"Quality Assurance, Risk Assessment",Security,Analytical,2,3,No,UI Design,"CSS, Agile",Data Scientist
ST0219,12th,Science,19,Male,58.13,70.63,0.0,7,7,8,9,7,6,6,7,4,5,1,3,2,2,Analytical,"Risk Assessment, Quality Assurance",Cloud,Logical,1,2,No,Networking,"HTML, AWS, WordPress, React",Software Tester
ST0220,BCA,BCA,22,Male,80.43,48.77,76.98,6,8,5,4,4,6,7,8,5,2,2,1,5,4,Analytical,"Data Analysis, Quality Assurance",Web,Leader,3,3,No,Networking,"Communication, CRM, Market Research, PyTorch",Cloud Engineer
ST0221,BTech,BTech_ECE,21,Female,73.78,53.05,79.0,8,9,3,7,9,3,6,8,5,5,2,4,3,1,Technical,"System Admin, App Development",Data,Creative,0,0,No,Web,"AWS, Docker, React",Database Administrator
ST0222,BCA,BCA,21,Male,77.46,45.0,68.87,8,8,7,3,6,7,8,7,2,5,3,3,1,4,Technical,"App Development, System Admin",Data,Leader,0,2,Yes,Statistics,"Terraform, Photoshop, Linux, Kubernetes",Full Stack Developer
ST0223,12th,Science,18,Female,78.72,51.62,0.0,3,4,6,8,7,5,8,5,4,1,2,5,3,3,Analytical,"Data Analysis, Risk Assessment",Cloud,Leader,0,2,No,Web,"PyTorch, Linux, Kubernetes",DevOps Engineer
ST0224,Graduate,BTech_IT,19,Other,60.38,86.59,70.73,5,4,7,9,5,4,7,8,4,5,1,3,4,2,Creative,"Frontend Design, UI Design",Cloud,Logical,0,1,Yes,DBMS,"CSS, Linux, Wireshark, Cryptography",UI/UX Designer
ST0225,BCA,BCA,26,Other,61.35,66.09,79.38,5,7,8,6,5,9,5,8,2,5,4,3,4,1,Management,"Product Owner, Scrum Master",Security,Leader,1,3,No,Math,"R, Wireshark, SQL",Full Stack Developer
ST0226,10th,General,17,Male,62.12,0.0,0.0,7,6,3,5,8,6,5,8,2,4,3,2,4,4,Technical,"DevOps, Software Engineering",Data,Leader,2,4,Yes,UI Design,"JavaScript, SQL",DevOps Engineer
